company_status_time_update,company_status_type,company_status_active,company_status_fk,company_status_primary_exchange
1733011200,ADRC,True,1,1
1733011200,CS,True,2,1
1733011200,ETF,True,3,1
1733011200,CS,True,4,1
1733011200,CS,True,5,1
1733011200,CS,True,6,1
1733011200,CS,True,7,1
1733011200,ETS,True,8,1
1733011200,ETS,True,9,1
1733011200,CS,True,10,1
1733011200,ETS,True,11,1
1733011200,ETF,True,12,1
1733011200,CS,True,13,1
1733011200,CS,True,14,1
1733011200,ETF,True,15,1
1733011200,CS,True,16,1
1733011200,CS,True,17,1
1733011200,CS,True,18,1
1733011200,WARRANT,True,19,1
1733011200,CS,True,20,1
1733011200,WARRANT,True,21,1
1733011200,CS,True,22,1
1733011200,CS,True,23,1
1733011200,CS,True,24,1
1733011200,WARRANT,True,25,1
1733011200,CS,True,26,1
1733011200,CS,True,27,1
1733011200,CS,True,28,1
1733011200,CS,True,29,1
1733011200,CS,True,30,1
1733011200,WARRANT,True,31,1
1733011200,ADRC,True,32,1
1733011200,CS,True,33,1
1733011200,CS,True,34,1
1733011200,CS,True,35,1
1733011200,CS,True,36,1
1733011200,CS,True,37,1
1733011200,CS,True,38,1
1733011200,CS,True,39,1
1733011200,PFD,True,40,1
1733011200,CS,True,41,1
1733011200,ADRC,True,42,1
1733011200,CS,True,43,1
1733011200,CS,True,44,1
1733011200,CS,True,45,1
1733011200,CS,True,46,1
1733011200,CS,True,47,1
1733011200,CS,True,48,1
1733011200,CS,True,49,1
1733011200,CS,True,50,1
1733011200,CS,True,51,1
1733011200,CS,True,52,1
1733011200,CS,True,53,1
1733011200,WARRANT,True,54,1
1733011200,CS,True,55,1
1733011200,CS,True,56,1
1733011200,CS,True,57,1
1733011200,CS,True,58,1
1733011200,CS,True,59,1
1733011200,CS,True,60,1
1733011200,ETF,True,61,1
1733011200,ETF,True,62,1
1733011200,CS,True,63,1
1733011200,ADRC,True,64,1
1733011200,ADRC,True,65,1
1733011200,CS,True,66,1
1733011200,CS,True,67,1
1733011200,CS,True,68,1
1733011200,CS,True,69,1
1733011200,CS,True,70,1
1733011200,CS,True,71,1
1733011200,CS,True,72,1
1733011200,CS,True,73,1
1733011200,WARRANT,True,74,1
1733011200,CS,True,75,1
1733011200,CS,True,76,1
1733011200,CS,True,77,1
1733011200,WARRANT,True,78,1
1733011200,CS,True,79,1
1733011200,CS,True,80,1
1733011200,CS,True,81,1
1733011200,CS,True,82,1
1733011200,CS,True,83,1
1733011200,CS,True,84,1
1733011200,CS,True,85,1
1733011200,WARRANT,True,86,1
1733011200,ADRC,True,87,1
1733011200,CS,True,88,1
1733011200,CS,True,89,1
1733011200,CS,True,90,1
1733011200,CS,True,91,1
1733011200,CS,True,92,1
1733011200,CS,True,93,1
1733011200,WARRANT,True,94,1
1733011200,CS,True,95,1
1733011200,CS,True,96,1
1733011200,WARRANT,True,97,1
1733011200,CS,True,98,1
1733011200,CS,True,99,1
1733011200,CS,True,100,1
1733011200,CS,True,101,1
1733011200,RIGHT,True,102,1
1733011200,UNIT,True,103,1
1733011200,CS,True,104,1
1733011200,CS,True,105,1
1733011200,WARRANT,True,106,1
1733011200,CS,True,107,1
1733011200,CS,True,108,1
1733011200,CS,True,109,1
1733011200,CS,True,110,1
1733011200,CS,True,111,1
1733011200,CS,True,112,1
1733011200,ETF,True,113,1
1733011200,CS,True,114,1
1733011200,ETF,True,115,1
1733011200,CS,True,116,1
1733011200,CS,True,117,1
1733011200,PFD,True,118,1
1733011200,PFD,True,119,1
1733011200,CS,True,120,1
1733011200,PFD,True,121,1
1733011200,ETF,True,122,1
1733011200,CS,True,123,1
1733011200,CS,True,124,1
1733011200,ETF,True,125,1
1733011200,CS,True,126,1
1733011200,ADRC,True,127,1
1733011200,ETF,True,128,1
1733011200,CS,True,129,1
1733011200,CS,True,130,1
1733011200,ADRC,True,131,1
1733011200,CS,True,132,1
1733011200,CS,True,133,1
1733011200,WARRANT,True,134,1
1733011200,UNIT,True,135,1
1733011200,WARRANT,True,136,1
1733011200,UNIT,True,137,1
1733011200,CS,True,138,1
1733011200,WARRANT,True,139,1
1733011200,CS,True,140,1
1733011200,CS,True,141,1
1733011200,ETF,True,142,1
1733011200,ETF,True,143,1
1733011200,CS,True,144,1
1733011200,CS,True,145,1
1733011200,CS,True,146,1
1733011200,WARRANT,True,147,1
1733011200,ETF,True,148,1
1733011200,ETF,True,149,1
1733011200,CS,True,150,1
1733011200,CS,True,151,1
1733011200,PFD,True,152,1
1733011200,CS,True,153,1
1733011200,WARRANT,True,154,1
1733011200,CS,True,155,1
1733011200,RIGHT,True,156,1
1733011200,UNIT,True,157,1
1733011200,ADRC,True,158,1
1733011200,CS,True,159,1
1733011200,CS,True,160,1
1733011200,CS,True,161,1
1733011200,CS,True,162,1
1733011200,CS,True,163,1
1733011200,ADRC,True,164,1
1733011200,CS,True,165,1
1733011200,CS,True,166,1
1733011200,ADRC,True,167,1
1733011200,CS,True,168,1
1733011200,CS,True,169,1
1733011200,CS,True,170,1
1733011200,CS,True,171,1
1733011200,UNIT,True,172,1
1733011200,WARRANT,True,173,1
1733011200,UNIT,True,174,1
1733011200,CS,True,175,1
1733011200,CS,True,176,1
1733011200,CS,True,177,1
1733011200,UNIT,True,178,1
1733011200,WARRANT,True,179,1
1733011200,CS,True,180,1
1733011200,CS,True,181,1
1733011200,CS,True,182,1
1733011200,CS,True,183,1
1733011200,CS,True,184,1
1733011200,CS,True,185,1
1733011200,CS,True,186,1
1733011200,CS,True,187,1
1733011200,CS,True,188,1
1733011200,CS,True,189,1
1733011200,CS,True,190,1
1733011200,CS,True,191,1
1733011200,CS,True,192,1
1733011200,CS,True,193,1
1733011200,CS,True,194,1
1733011200,CS,True,195,1
1733011200,CS,True,196,1
1733011200,CS,True,197,1
1733011200,CS,True,198,1
1733011200,RIGHT,True,199,1
1733011200,UNIT,True,200,1
1733011200,WARRANT,True,201,1
1733011200,CS,True,202,1
1733011200,CS,True,203,1
1733011200,CS,True,204,1
1733011200,CS,True,205,1
1733011200,CS,True,206,1
1733011200,ETF,True,207,1
1733011200,CS,True,208,1
1733011200,WARRANT,True,209,1
1733011200,CS,True,210,1
1733011200,CS,True,211,1
1733011200,CS,True,212,1
1733011200,CS,True,213,1
1733011200,CS,True,214,1
1733011200,CS,True,215,1
1733011200,CS,True,216,1
1733011200,CS,True,217,1
1733011200,ETF,True,218,1
1733011200,ETS,True,219,1
1733011200,CS,True,220,1
1733011200,CS,True,221,1
1733011200,ETF,True,222,1
1733011200,CS,True,223,1
1733011200,CS,True,224,1
1733011200,CS,True,225,1
1733011200,CS,True,226,1
1733011200,CS,True,227,1
1733011200,WARRANT,True,228,1
1733011200,CS,True,229,1
1733011200,CS,True,230,1
1733011200,CS,True,231,1
1733011200,ADRC,True,232,1
1733011200,CS,True,233,1
1733011200,CS,True,234,1
1733011200,CS,True,235,1
1733011200,CS,True,236,1
1733011200,CS,True,237,1
1733011200,CS,True,238,1
1733011200,ETS,True,239,1
1733011200,CS,True,240,1
1733011200,ETS,True,241,1
1733011200,ETF,True,242,1
1733011200,CS,True,243,1
1733011200,CS,True,244,1
1733011200,CS,True,245,1
1733011200,CS,True,246,1
1733011200,WARRANT,True,247,1
1733011200,CS,True,248,1
1733011200,ETF,True,249,1
1733011200,CS,True,250,1
1733011200,CS,True,251,1
1733011200,CS,True,252,1
1733011200,CS,True,253,1
1733011200,ADRC,True,254,1
1733011200,CS,True,255,1
1733011200,CS,True,256,1
1733011200,UNIT,True,257,1
1733011200,WARRANT,True,258,1
1733011200,CS,True,259,1
1733011200,ADRC,True,260,1
1733011200,CS,True,261,1
1733011200,CS,True,262,1
1733011200,CS,True,263,1
1733011200,ETF,True,264,1
1733011200,CS,True,265,1
1733011200,CS,True,266,1
1733011200,CS,True,267,1
1733011200,WARRANT,True,268,1
1733011200,CS,True,269,1
1733011200,CS,True,270,1
1733011200,CS,True,271,1
1733011200,ADRC,True,272,1
1733011200,CS,True,273,1
1733011200,CS,True,274,1
1733011200,WARRANT,True,275,1
1733011200,CS,True,276,1
1733011200,CS,True,277,1
1733011200,CS,True,278,1
1733011200,CS,True,279,1
1733011200,CS,True,280,1
1733011200,CS,True,281,1
1733011200,CS,True,282,1
1733011200,CS,True,283,1
1733011200,CS,True,284,1
1733011200,CS,True,285,1
1733011200,CS,True,286,1
1733011200,CS,True,287,1
1733011200,CS,True,288,1
1733011200,CS,True,289,1
1733011200,CS,True,290,1
1733011200,CS,True,291,1
1733011200,CS,True,292,1
1733011200,CS,True,293,1
1733011200,RIGHT,True,294,1
1733011200,UNIT,True,295,1
1733011200,ETF,True,296,1
1733011200,CS,True,297,1
1733011200,CS,True,298,1
1733011200,CS,True,299,1
1733011200,WARRANT,True,300,1
1733011200,ADRC,True,301,1
1733011200,ETF,True,302,1
1733011200,CS,True,303,1
1733011200,CS,True,304,1
1733011200,CS,True,305,1
1733011200,CS,True,306,1
1733011200,CS,True,307,1
1733011200,WARRANT,True,308,1
1733011200,CS,True,309,1
1733011200,ADRC,True,310,1
1733011200,CS,True,311,1
1733011200,CS,True,312,1
1733011200,WARRANT,True,313,1
1733011200,CS,True,314,1
1733011200,CS,True,315,1
1733011200,ADRC,True,316,1
1733011200,CS,True,317,1
1733011200,CS,True,318,1
1733011200,CS,True,319,1
1733011200,WARRANT,True,320,1
1733011200,CS,True,321,1
1733011200,CS,True,322,1
1733011200,CS,True,323,1
1733011200,CS,True,324,1
1733011200,CS,True,325,1
1733011200,CS,True,326,1
1733011200,CS,True,327,1
1733011200,ETF,True,328,1
1733011200,CS,True,329,1
1733011200,ETF,True,330,1
1733011200,CS,True,331,1
1733011200,CS,True,332,1
1733011200,ADRC,True,333,1
1733011200,ADRC,True,334,1
1733011200,CS,True,335,1
1733011200,CS,True,336,1
1733011200,UNIT,True,337,1
1733011200,CS,True,338,1
1733011200,CS,True,339,1
1733011200,CS,True,340,1
1733011200,CS,True,341,1
1733011200,CS,True,342,1
1733011200,CS,True,343,1
1733011200,CS,True,344,1
1733011200,CS,True,345,1
1733011200,CS,True,346,1
1733011200,CS,True,347,1
1733011200,WARRANT,True,348,1
1733011200,CS,True,349,1
1733011200,CS,True,350,1
1733011200,CS,True,351,1
1733011200,CS,True,352,1
1733011200,ADRC,True,353,1
1733011200,ETF,True,354,1
1733011200,CS,True,355,1
1733011200,CS,True,356,1
1733011200,CS,True,357,1
1733011200,CS,True,358,1
1733011200,CS,True,359,1
1733011200,ADRC,True,360,1
1733011200,CS,True,361,1
1733011200,CS,True,362,1
1733011200,ETF,True,363,1
1733011200,PFD,True,364,1
1733011200,ETF,True,365,1
1733011200,CS,True,366,1
1733011200,CS,True,367,1
1733011200,CS,True,368,1
1733011200,RIGHT,True,369,1
1733011200,UNIT,True,370,1
1733011200,WARRANT,True,371,1
1733011200,CS,True,372,1
1733011200,RIGHT,True,373,1
1733011200,UNIT,True,374,1
1733011200,CS,True,375,1
1733011200,WARRANT,True,376,1
1733011200,CS,True,377,1
1733011200,CS,True,378,1
1733011200,CS,True,379,1
1733011200,CS,True,380,1
1733011200,CS,True,381,1
1733011200,CS,True,382,1
1733011200,CS,True,383,1
1733011200,CS,True,384,1
1733011200,CS,True,385,1
1733011200,CS,True,386,1
1733011200,CS,True,387,1
1733011200,CS,True,388,1
1733011200,CS,True,389,1
1733011200,CS,True,390,1
1733011200,CS,True,391,1
1733011200,ETF,True,392,1
1733011200,CS,True,393,1
1733011200,CS,True,394,1
1733011200,CS,True,395,1
1733011200,WARRANT,True,396,1
1733011200,ADRC,True,397,1
1733011200,CS,True,398,1
1733011200,WARRANT,True,399,1
1733011200,CS,True,400,1
1733011200,CS,True,401,1
1733011200,CS,True,402,1
1733011200,CS,True,403,1
1733011200,CS,True,404,1
1733011200,CS,True,405,1
1733011200,CS,True,406,1
1733011200,ETF,True,407,1
1733011200,CS,True,408,1
1733011200,ETF,True,409,1
1733011200,CS,True,410,1
1733011200,CS,True,411,1
1733011200,CS,True,412,1
1733011200,WARRANT,True,413,1
1733011200,ETF,True,414,1
1733011200,CS,True,415,1
1733011200,CS,True,416,1
1733011200,CS,True,417,1
1733011200,ETF,True,418,1
1733011200,CS,True,419,1
1733011200,CS,True,420,1
1733011200,CS,True,421,1
1733011200,CS,True,422,1
1733011200,CS,True,423,1
1733011200,CS,True,424,1
1733011200,CS,True,425,1
1733011200,CS,True,426,1
1733011200,CS,True,427,1
1733011200,CS,True,428,1
1733011200,CS,True,429,1
1733011200,CS,True,430,1
1733011200,CS,True,431,1
1733011200,ADRC,True,432,1
1733011200,CS,True,433,1
1733011200,CS,True,434,1
1733011200,ETS,True,435,1
1733011200,CS,True,436,1
1733011200,UNIT,True,437,1
1733011200,CS,True,438,1
1733011200,WARRANT,True,439,1
1733011200,ETF,True,440,1
1733011200,CS,True,441,1
1733011200,CS,True,442,1
1733011200,CS,True,443,1
1733011200,PFD,True,444,1
1733011200,CS,True,445,1
1733011200,CS,True,446,1
1733011200,CS,True,447,1
1733011200,CS,True,448,1
1733011200,CS,True,449,1
1733011200,CS,True,450,1
1733011200,CS,True,451,1
1733011200,CS,True,452,1
1733011200,RIGHT,True,453,1
1733011200,UNIT,True,454,1
1733011200,CS,True,455,1
1733011200,CS,True,456,1
1733011200,ETF,True,457,1
1733011200,CS,True,458,1
1733011200,CS,True,459,1
1733011200,WARRANT,True,460,1
1733011200,CS,True,461,1
1733011200,CS,True,462,1
1733011200,CS,True,463,1
1733011200,CS,True,464,1
1733011200,CS,True,465,1
1733011200,CS,True,466,1
1733011200,CS,True,467,1
1733011200,CS,True,468,1
1733011200,WARRANT,True,469,1
1733011200,CS,True,470,1
1733011200,CS,True,471,1
1733011200,CS,True,472,1
1733011200,CS,True,473,1
1733011200,CS,True,474,1
1733011200,CS,True,475,1
1733011200,CS,True,476,1
1733011200,WARRANT,True,477,1
1733011200,ADRC,True,478,1
1733011200,ETF,True,479,1
1733011200,CS,True,480,1
1733011200,WARRANT,True,481,1
1733011200,ADRC,True,482,1
1733011200,CS,True,483,1
1733011200,CS,True,484,1
1733011200,UNIT,True,485,1
1733011200,CS,True,486,1
1733011200,CS,True,487,1
1733011200,WARRANT,True,488,1
1733011200,CS,True,489,1
1733011200,CS,True,490,1
1733011200,ETF,True,491,1
1733011200,CS,True,492,1
1733011200,CS,True,493,1
1733011200,ETF,True,494,1
1733011200,CS,True,495,1
1733011200,WARRANT,True,496,1
1733011200,CS,True,497,1
1733011200,WARRANT,True,498,1
1733011200,CS,True,499,1
1733011200,CS,True,500,1
1733011200,CS,True,501,1
1733011200,WARRANT,True,502,1
1733011200,CS,True,503,1
1733011200,WARRANT,True,504,1
1733011200,CS,True,505,1
1733011200,CS,True,506,1
1733011200,CS,True,507,1
1733011200,CS,True,508,1
1733011200,CS,True,509,1
1733011200,ADRC,True,510,1
1733011200,ETF,True,511,1
1733011200,ETF,True,512,1
1733011200,CS,True,513,1
1733011200,CS,True,514,1
1733011200,CS,True,515,1
1733011200,CS,True,516,1
1733011200,CS,True,517,1
1733011200,CS,True,518,1
1733011200,PFD,True,519,1
1733011200,CS,True,520,1
1733011200,CS,True,521,1
1733011200,CS,True,522,1
1733011200,CS,True,523,1
1733011200,WARRANT,True,524,1
1733011200,ETF,True,525,1
1733011200,ADRC,True,526,1
1733011200,CS,True,527,1
1733011200,CS,True,528,1
1733011200,ADRC,True,529,1
1733011200,CS,True,530,1
1733011200,CS,True,531,1
1733011200,CS,True,532,1
1733011200,CS,True,533,1
1733011200,ETF,True,534,1
1733011200,CS,True,535,1
1733011200,ETF,True,536,1
1733011200,CS,True,537,1
1733011200,CS,True,538,1
1733011200,ETF,True,539,1
1733011200,CS,True,540,1
1733011200,ETF,True,541,1
1733011200,CS,True,542,1
1733011200,RIGHT,True,543,1
1733011200,UNIT,True,544,1
1733011200,ETF,True,545,1
1733011200,CS,True,546,1
1733011200,CS,True,547,1
1733011200,ETF,True,548,1
1733011200,CS,True,549,1
1733011200,CS,True,550,1
1733011200,CS,True,551,1
1733011200,RIGHT,True,552,1
1733011200,UNIT,True,553,1
1733011200,WARRANT,True,554,1
1733011200,CS,True,555,1
1733011200,CS,True,556,1
1733011200,ETF,True,557,1
1733011200,ETF,True,558,1
1733011200,CS,True,559,1
1733011200,WARRANT,True,560,1
1733011200,CS,True,561,1
1733011200,CS,True,562,1
1733011200,CS,True,563,1
1733011200,CS,True,564,1
1733011200,CS,True,565,1
1733011200,ETF,True,566,1
1733011200,CS,True,567,1
1733011200,CS,True,568,1
1733011200,CS,True,569,1
1733011200,ADRC,True,570,1
